input_artist_name,input_song_title,seed_artist_mbid,recording_title,recording_mbid,first_date,year,credited_artist_names,credited_artist_mbids,musicbrainz_score,lookup_strategy_used,lookup_status,country,period
Yasmin Levy,Olvidate de Mi,856e486f-21f3-4203-a5d2-e30993988b38,Olvídate de mí,c0852ad3-941d-48bc-a822-eb98dfaa2415,2012-10-08,2012,Yasmin Levy | Concha Buika,856e486f-21f3-4203-a5d2-e30993988b38 | 349076a6-d2e3-4f84-a879-d3f01374a5bf,100,exact_artist_title,matched,Israel,pre
Yasmin Levy,De Edad De Kinze Anyos,856e486f-21f3-4203-a5d2-e30993988b38,De Edad De Kinze Anyos,ddbb96fe-e3e5-42ed-a3ce-85128fdd7c2e,2000,2000,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Yasmin Levy,Firuze,856e486f-21f3-4203-a5d2-e30993988b38,Firuze,0f92c8b1-8650-4550-a378-c95bf573c8bb,2012-10-08,2012,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Yasmin Levy,La Alegría,856e486f-21f3-4203-a5d2-e30993988b38,La alegría,a1cadd03-cf07-4acd-be65-a22a90a9ce18,2005,2005,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Yasmin Levy,La Serena,856e486f-21f3-4203-a5d2-e30993988b38,La serena,d81545b5-f46a-45cd-a151-9378488d782a,2005,2005,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Yasmin Levy,Locura,856e486f-21f3-4203-a5d2-e30993988b38,Locura (Madness),a534159f-885a-4ed6-ab1c-f6a377db4d50,2005-08,2005,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Yasmin Levy,Me Voy,856e486f-21f3-4203-a5d2-e30993988b38,Me voy,f1a85378-b324-465f-a2ad-af91e809be07,2005,2005,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,100,exact_artist_title,matched,Israel,post
Lena Chamamyan,Bali Ma’ak - بالي معاك,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,pre
Lena Chamamyan,Hal Asmar El-Lon - هالأسمر اللون,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,pre
Lena Chamamyan,Lama Bada Yatathana - لما بدا يتثنى,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,pre
Lena Chamamyan,Ya Msafera - يا مسافرة,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,pre
Lena Chamamyan,Hane’sh W Nshoof - هنعيش ونشوف,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,post
Lena Chamamyan,Kotshina - كوتشينة,6bba0cc9-74c4-4a83-8171-a225726e9644,,,,,,,,none,no_match,Syria,post
Bashar Murad,Maskhara (مسخرة),5a289a16-e872-4058-ba3d-4e108e46ff5c,Maskhara,8860a419-d4ec-4325-aadd-32327c07655f,2021-06-11,2021,Bashar Murad,5a289a16-e872-4058-ba3d-4e108e46ff5c,100,clean_artist_title,matched,Palestine,pre
Bashar Murad,Stone,5a289a16-e872-4058-ba3d-4e108e46ff5c,Stone,db3707d3-05c1-4e47-8703-22fd231b65be,2024-05-10,2024,Bashar Murad | Sabreen,5a289a16-e872-4058-ba3d-4e108e46ff5c | bdadce04-f83c-4b53-8179-9b0d2a3f33f7,100,exact_artist_title,matched,Palestine,post
Bashar Murad,Vestrið villt,5a289a16-e872-4058-ba3d-4e108e46ff5c,Vestrið villt,aed82e48-63d5-4d40-98c4-425ba936d301,2024-01-28,2024,Bashar Murad,5a289a16-e872-4058-ba3d-4e108e46ff5c,100,exact_artist_title,matched,Palestine,post
Bashar Murad,Wild West,5a289a16-e872-4058-ba3d-4e108e46ff5c,Wild West,8ace2cb8-2bad-4ccd-8852-12c08104a7e9,2024-01-28,2024,Bashar Murad,5a289a16-e872-4058-ba3d-4e108e46ff5c,100,exact_artist_title,matched,Palestine,post
