input_artist_name,candidate_rank,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Anatoliy Solovyanenko,1,Anatoliy Frolov,28ee0887-1d81-423a-93ee-e0d10a02fcdc,,,,100,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,2,Anatoliy Nesterenko,4afb8890-e14e-480f-b260-ff70ce61d10a,,Person,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,3,Anatoliy Dolesko,d2f88dcb-bf5f-4ec9-ae7e-c12e8c87b5d2,UA,Person,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,4,Anatoliy Kurakin,bcdec0e4-c3db-47ca-b3c8-3b74a3e7c81d,,,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,5,Anatoliy Evdokimenko,6b7c6432-b3d5-4e52-ac7e-29d8b5a71705,UA,Person,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,6,Anatoliy Khara,23977aa6-6de4-4b30-80a2-d4148b5f4734,UA,Person,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,7,Anatoliy Trofimov,1e12c027-7b3a-4d52-8b57-6f0c59aa4a78,,,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,8,Anatoliy Kozin,c7578e6d-d8b0-4950-ae3f-df6afb18a2a7,,Person,producer,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,9,Anatoliy Vyacheslavov,607a229e-c608-4bba-aa88-00c81d42fc6e,GB,Person,British saxophonist,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Anatoliy Solovyanenko,10,Anatoliy Shemuratov,411d8962-39bf-4740-9bb5-2415fc981a71,,Person,,99,candidate,Returned by MusicBrainz search.,Anatoliy Solovyanenko,Q488006,Ukraine,Donetsk,Soviet Union,https://en.wikipedia.org/wiki/Anatoliy_Solovianenko
Stefania Turkevych-Lukiianovych,1,Stefania,8cbdf0c5-38f1-4168-9a1f-acb00eadf1d8,NL,Person,Dutch-Greek singer Stefania Liberakakis,100,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,2,Stefania,16622f5e-9c45-4e5c-b943-988df3c0e24d,DE,Person,German singer Maria Stefania,99,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,3,Stefania,e28fda2e-4012-4ce7-bc2d-92f94780948c,IT,Person,Italian singer Stefania Tozzi,98,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,4,Stefania Passamonte,5cd3b899-e750-49b9-8867-abc2f9558e94,,Person,,92,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,5,Стефанія Туркевич,7e38f97b-8679-4ed0-898d-37a776f322dc,UA,Person,,91,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,6,Stefania Rava,73775d0b-3b71-4c19-9efa-d9617f54438c,IT,Person,,90,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,7,Stefania Tallini,2c71fd9f-7722-4318-aaca-70ccc4418196,,Person,"Italian jazz pianist, composer and arranger",90,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,8,Stefania Redaelli,7e794287-52fb-4b55-a5c3-72287d945e32,,Person,pianist,88,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,9,Stefania Kaye,3a2ed6d1-cb11-4d27-9187-1ce4ca648a71,,Person,,88,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Stefania Turkevych-Lukiianovych,10,Stefania Toczyska,0ac4f2ff-b1b9-40a7-8a03-b246136bd08b,PL,Person,mezzo-soprano,87,candidate,Returned by MusicBrainz search.,Stefania Turkevych-Lukiianovych,Q12162960,Ukraine,Lviv,Austria–Hungary,https://en.wikipedia.org/wiki/Stefania_Turkewich
Milla Jovovich,1,Milla Jovovich,39f96cb8-fe7e-499f-820c-676267b617e6,US,Person,,100,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,2,Natalia Jovovich,5df2d759-b2ce-4665-81e0-768693b45071,,Person,,37,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,3,Milla,ad1ce53d-9ea8-4188-84b6-5920f348099e,,,Beats and Styles' Dance Dance Dance featured artist,37,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,4,Milla,2860930a-7bec-4a12-a94c-38ef30fe06ae,US,Person,US rapper,37,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,5,Milla,875c5319-5db3-4399-b813-23d6e25798a2,CH,Person,Milla Cécile Besson,37,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,6,Milla,5fe806a2-012b-40d1-a9b4-f3829d15262f,EE,Group,Estonian artist,36,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,7,Milla,cdd54ef4-a519-4780-8327-9aba30af2395,BE,Person,Belgian,36,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,8,Milla,412d9a31-997a-4aad-9fcf-9d41f5c6c56b,JP,Person,Japanese mixer,36,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,9,Semilla,893f600c-fc84-460b-9908-a21a185baf75,,Group,Mexican Metal Band,34,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Milla Jovovich,10,Milla Kay,08361b99-0cd4-4dc6-8e3a-71af93ea5f22,,Person,,33,candidate,Returned by MusicBrainz search.,Milla Jovovich,Q170576,Ukraine,Kyiv,Los Angeles,https://en.wikipedia.org/wiki/Milla_Jovovich
Sergei Prokofiev,1,Сергей Сергеевич Прокофьев,0e43fe9d-c472-4b62-be9e-55f971a023e1,RU,Person,Russian composer,100,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,2,Сергей Васильевич Рахманинов,44b16e44-da77-4580-b851-0d765904573e,RU,Person,Russian composer,60,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,3,Gabriel Prokofiev,5b2384ba-0c50-46ee-8e3d-7c208dd96060,GB,Person,Russian-British composer and DJ,57,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,4,Lina Prokofiev,036eb2e2-d342-4194-bfb9-d6fdf2a91090,ES,Person,,55,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,5,Сергей Лукьяненко,b618dff4-dafd-4fea-be54-680046f1c281,RU,Person,Russian writer Sergei Lukyanenko,54,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,6,Oleg Prokofiev,6cd2bb3f-2d0f-44c3-8dec-c0f396e78ca5,RU,Person,,54,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,7,DJ Prokofiev,f33994f7-5b15-43a8-abd4-93c6f4e4b29c,,,drum & bass artist,54,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,8,Vladamir Prokofiev,0ec9f073-2e0f-4301-8813-1ff97f6f0791,,Person,,54,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,9,Sergei,0329677e-41d6-452d-b207-60bdfd3c1b89,IL,Person,Artist from Israel,53,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sergei Prokofiev,10,Sergei,d284a7e7-4e73-40c8-8e6b-a450cd8f52c6,FI,Person,Finnish artist Keijo Räikkönen,53,candidate,Returned by MusicBrainz search.,Sergei Prokofiev,Q49481,Ukraine,Sontsivka,Russian Empire,https://en.wikipedia.org/wiki/Sergei_Prokofiev
Sofia Rotaru,1,Руслан Евдокименко,d747acf7-eb40-454b-8dac-0dcf9124dff9,UA,Person,Sofia Rotaru's son,100,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,2,София Ротару,0ac235b8-26bc-403d-8e0b-b5d8d5a284b2,UA,Person,,99,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,3,Alina Rotaru,f2aef7f7-5e47-4e87-8538-6d88165576c7,RO,Person,harpsichordist,71,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,4,Doina Rotaru,711a5c9e-a4f4-407a-89ff-0269744f3841,RO,Person,Romanian composer,71,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,5,Sofia,fca58317-8a82-4749-ad4c-1e9adf9f78a1,SG,Person,Filipina Bossa Nova singer,71,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,6,Sorina Rotaru,dd2ff324-d8e0-41d8-810b-dfe0c1d38994,RO,Person,Romanian jazz singer,71,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,7,Diana Rotaru,23594fc5-cd6c-4cbe-ba25-2abe714db418,RO,Person,Romanian composer,70,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,8,George Rotaru,d385f3ea-eb27-4f31-b94c-603aa34ad7bc,,Person,,70,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,9,Vitalie Rotaru,4873dc04-19a8-4b7a-8de9-08ff3a939210,,,,70,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Sofia Rotaru,10,Sorin Rotaru,6a42de35-072f-4cd6-b10c-4cd6552f8187,RO,Person,Romanian percussionist,70,candidate,Returned by MusicBrainz search.,Sofia Rotaru,Q43137,Ukraine,Marshyntsi,Soviet Union,https://en.wikipedia.org/wiki/Sofia_Rotaru
Ruslana Lyzhychko,1,Руслана,2079bf75-db95-4b48-b99d-2b6dd92d29e0,UA,Person,Ukrainian singer Ruslana Lyzhychko,100,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,2,RUSLANA,13da3b2d-4d15-4254-9105-cc2c942b18de,ES,Person,"Official contestant in the spanish talent show ""Operación Triunfo 2023""",60,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,3,Ruslana Koval,22e121d6-7ed2-40f3-ac46-a755fec5907a,UA,Person,Soprano,52,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,4,Руслана,5acd91c7-1a49-4fb3-a944-3d0d161dde75,,Person,appears on euro/dance/electronic compilations,52,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,5,Ruslana Lotsman,93359fe6-f28b-491e-8d79-4904aabbeab6,UA,Person,Ukrainian folk-pop vocalist,52,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,6,Ruslana Antonowicz,992dbcd2-4933-440b-87c2-30fb461ee94c,AT,Person,,52,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,7,Ruslana Oreshnikova,0e3dad51-5e8d-4f96-a867-34245cbbf702,,Person,,52,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,8,Руслана Борзова,9030faf3-1db4-46d6-9048-47346edd3c6a,,Person,,46,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,9,Руслана Хазіпова,879bbb90-586a-4a4b-8d34-43f24b87cb8c,UA,Person,,46,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ruslana Lyzhychko,10,Руслана Писанка,49f07bdf-86f9-4518-8516-c7a443de4e0e,UA,Person,,46,candidate,Returned by MusicBrainz search.,Ruslana Lyzhychko,Q129119,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Ruslana
Ivan Mazepa,1,Mazepa,7bf7748d-20ff-43e9-8de3-3d05863474ea,UA,Group,,100,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,2,Ivan Graziani,6640d654-4b8f-48ed-883c-e064a0a48861,IT,Person,,79,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,3,Ivan Lins,2f31098d-1258-4f8f-af5f-95815b02f2d2,BR,Person,,79,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,4,Ivan Rebroff,8237b887-317b-4aca-8318-edb698d01ff2,DE,Person,,78,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,5,Ivan Anthony Bertolla,2cabb4a0-7587-49f5-afce-75602d5db294,,Person,,74,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,6,Iván,8db89d52-afb2-41c2-8c4a-7f6d4e2451c5,ES,Person,80s Spanish italo-disco artist,73,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,7,Ivan Ivan,f465d1ec-6253-4d89-8f98-2c968f2be044,US,Person,,72,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,8,Ivan the Tolerable,2a47c0e9-43e7-4632-96d4-5016e2992646,,Person,,72,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,9,Ivan Pokorný,07aa1b81-c5a8-4bcb-9573-63c44a074b7a,,Person,,72,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Ivan Mazepa,10,ivan:/,26a2e1c5-8982-4746-bd69-59e2ac2023db,HR,Person,GilvaSunner contributer,70,candidate,Returned by MusicBrainz search.,Ivan Mazepa,Q165419,Ukraine,Mazepintsi,Polish–Lithuanian Commonwealth,https://en.wikipedia.org/wiki/Ivan_Mazepa
Simon Wiesenthal,1,Simon Jäger,a8d5807f-6dd9-4967-b2dd-b2c10765b34f,DE,Person,German voice actor,100,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,2,Fritz Wiesenthal,b6f9096a-1ba6-4184-9448-e6209d540957,AT,Person,,97,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,3,Carly Simon,c4df30f5-5487-4806-9189-b69c9f27532c,US,Person,,95,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,4,Paul Simon,05517043-ff78-4988-9c22-88c68588ebb9,US,Person,of Simon & Garfunkel,92,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,5,Simon & Garfunkel,5d02f264-e225-41ff-83f7-d9b1f0b1874a,US,Group,,91,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,6,Simon Vance,a0d64aed-0cc8-4713-ae66-28919f6ff87c,GB,Person,English narrator/actor,86,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,7,Simon Rattle,80c3bce9-0b54-409c-aa10-3b0c7dbbc597,GB,Person,conductor,84,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,8,Simon May,9e218bdf-81b7-4308-a3a8-3b147432157f,GB,Person,,84,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,9,Simon Park,7ac5e114-5ad6-4403-b810-d625d45e9dbc,GB,Person,,83,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Simon Wiesenthal,10,Simon Stewart,614204fe-e4fd-4113-8176-0955e397c133,,Person,,83,candidate,Returned by MusicBrainz search.,Simon Wiesenthal,Q49086,Ukraine,Buchach,Austria,https://en.wikipedia.org/wiki/Simon_Wiesenthal
Vladimir Horowitz,1,Vladimir Horowitz,81269a28-c616-4e87-8942-a6f8e59b68e4,US,Person,Ukrainian‐American pianist and composer,100,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,2,Vladimir Cosma,5dfa70d0-d170-4b5d-a901-e6c2edc96dd1,FR,Person,"French-Romanian composer, conductor and violinist",46,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,3,Anthony Horowitz,e568c030-79af-42e1-9d05-d57625325657,GB,Person,British writer,44,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,4,Владимир Высоцкий,ebe42a0b-6a6f-4eb6-b436-5c0f351d96f3,SU,Person,Russian singer-songwriter,44,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,5,Vladimir Ashkenazy,15a30428-87c4-455b-b7e8-71013237fea0,IS,Person,Russian‐Icelandic conductor and pianist,43,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,6,Horowitz,3d852926-b96a-492e-9749-53e813565293,GB,Group,Indiepop / Lo-fi / Rock 'n' Roll from Stoke-On-Trent / Nottingham,43,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,7,Horowitz,222ce07c-b66a-4d84-b6e9-0d64c4371587,,Group,Post-Punk from Germany,41,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,8,Horowitz,30e4e263-b9f8-4f30-8956-56f417513878,,,appears on Brainwaves compilation,41,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,9,Horowitz,60050b78-e525-4e83-89ab-b20bd6f35969,AU,Person,aus DJ,41,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Vladimir Horowitz,10,Vladimir Guskov,4f0110be-6823-4c29-af0e-02af58ae1ab0,,Person,xLarve,40,candidate,Returned by MusicBrainz search.,Vladimir Horowitz,Q192506,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Vladimir_Horowitz
Ignacy Jan Paderewski,1,Ignacy Jan Paderewski,4a2b8def-5a86-45fd-9c21-31c3356a3774,PL,Person,Polish pianist and composer,100,candidate,Returned by MusicBrainz search.,Ignacy Jan Paderewski,Q191957,Ukraine,Kurilivka,Warsaw,https://en.wikipedia.org/wiki/Ignacy_Jan_Paderewski
Ignacy Jan Paderewski,2,Ignacy Lisiecki,4dae8876-c4b6-4a06-9882-03f17c9a568e,,Person,"Polish pianist, not Jan Lisiecki",36,candidate,Returned by MusicBrainz search.,Ignacy Jan Paderewski,Q191957,Ukraine,Kurilivka,Warsaw,https://en.wikipedia.org/wiki/Ignacy_Jan_Paderewski
Ignacy Jan Paderewski,3,IGNACY,6d223e22-fb37-4051-a108-a1b674567b09,,Person,"""To co mam""",36,candidate,Returned by MusicBrainz search.,Ignacy Jan Paderewski,Q191957,Ukraine,Kurilivka,Warsaw,https://en.wikipedia.org/wiki/Ignacy_Jan_Paderewski
Ignacy Jan Paderewski,4,Johann Sebastian Bach,24f1766e-9635-4d58-a4d4-9413f9f98a4c,DE,Person,German Baroque period composer & musician,36,candidate,Returned by MusicBrainz search.,Ignacy Jan Paderewski,Q191957,Ukraine,Kurilivka,Warsaw,https://en.wikipedia.org/wiki/Ignacy_Jan_Paderewski
