wikidata_id,name,origin_country,month,views
Q313970,Anton Arensky,Russia,2023-05,2077
Q313970,Anton Arensky,Russia,2023-06,1925
Q313970,Anton Arensky,Russia,2023-07,2220
Q313970,Anton Arensky,Russia,2023-08,1821
Q313970,Anton Arensky,Russia,2023-09,1900
Q313970,Anton Arensky,Russia,2023-10,1931
Q313970,Anton Arensky,Russia,2023-11,2034
Q313970,Anton Arensky,Russia,2023-12,2320
Q311791,Nikolai Rubinstein,Russia,2021-01,2272
Q311791,Nikolai Rubinstein,Russia,2021-02,2076
Q311791,Nikolai Rubinstein,Russia,2021-03,2209
Q311791,Nikolai Rubinstein,Russia,2021-04,2236
Q311791,Nikolai Rubinstein,Russia,2021-05,2069
Q311791,Nikolai Rubinstein,Russia,2021-06,1854
Q311791,Nikolai Rubinstein,Russia,2021-07,2005
Q311791,Nikolai Rubinstein,Russia,2021-08,2030
Q311791,Nikolai Rubinstein,Russia,2021-09,1908
Q311791,Nikolai Rubinstein,Russia,2021-10,2142
Q311791,Nikolai Rubinstein,Russia,2021-11,2329
Q311791,Nikolai Rubinstein,Russia,2021-12,2516
Q311791,Nikolai Rubinstein,Russia,2022-01,2356
Q311791,Nikolai Rubinstein,Russia,2022-02,2313
Q311791,Nikolai Rubinstein,Russia,2022-03,2791
Q311791,Nikolai Rubinstein,Russia,2022-04,2325
Q311791,Nikolai Rubinstein,Russia,2022-05,2711
Q311791,Nikolai Rubinstein,Russia,2022-06,1935
Q311791,Nikolai Rubinstein,Russia,2022-07,1731
Q311791,Nikolai Rubinstein,Russia,2022-08,2011
Q311791,Nikolai Rubinstein,Russia,2022-09,1809
Q311791,Nikolai Rubinstein,Russia,2022-10,2064
Q311791,Nikolai Rubinstein,Russia,2022-11,2196
Q311791,Nikolai Rubinstein,Russia,2022-12,2566
Q311791,Nikolai Rubinstein,Russia,2023-01,2332
Q311791,Nikolai Rubinstein,Russia,2023-02,2395
Q311791,Nikolai Rubinstein,Russia,2023-03,2398
Q311791,Nikolai Rubinstein,Russia,2023-04,2404
Q311791,Nikolai Rubinstein,Russia,2023-05,2197
Q311791,Nikolai Rubinstein,Russia,2023-06,2011
Q311791,Nikolai Rubinstein,Russia,2023-07,2032
Q311791,Nikolai Rubinstein,Russia,2023-08,2469
Q311791,Nikolai Rubinstein,Russia,2023-09,2117
Q311791,Nikolai Rubinstein,Russia,2023-10,2355
Q311791,Nikolai Rubinstein,Russia,2023-11,2474
Q311791,Nikolai Rubinstein,Russia,2023-12,3175
Q311384,Alexander Dargomyzhsky,Russia,2021-01,952
Q311384,Alexander Dargomyzhsky,Russia,2021-02,960
Q311384,Alexander Dargomyzhsky,Russia,2021-03,912
Q311384,Alexander Dargomyzhsky,Russia,2021-04,1020
Q311384,Alexander Dargomyzhsky,Russia,2021-05,986
Q311384,Alexander Dargomyzhsky,Russia,2021-06,802
Q311384,Alexander Dargomyzhsky,Russia,2021-07,642
Q311384,Alexander Dargomyzhsky,Russia,2021-08,652
Q311384,Alexander Dargomyzhsky,Russia,2021-09,707
Q311384,Alexander Dargomyzhsky,Russia,2021-10,739
Q311384,Alexander Dargomyzhsky,Russia,2021-11,797
Q311384,Alexander Dargomyzhsky,Russia,2021-12,814
Q311384,Alexander Dargomyzhsky,Russia,2022-01,894
Q311384,Alexander Dargomyzhsky,Russia,2022-02,876
Q311384,Alexander Dargomyzhsky,Russia,2022-03,928
Q311384,Alexander Dargomyzhsky,Russia,2022-04,840
Q311384,Alexander Dargomyzhsky,Russia,2022-05,734
Q311384,Alexander Dargomyzhsky,Russia,2022-06,728
Q311384,Alexander Dargomyzhsky,Russia,2022-07,666
Q311384,Alexander Dargomyzhsky,Russia,2022-08,790
Q311384,Alexander Dargomyzhsky,Russia,2022-09,693
Q311384,Alexander Dargomyzhsky,Russia,2022-10,713
Q311384,Alexander Dargomyzhsky,Russia,2022-11,844
Q311384,Alexander Dargomyzhsky,Russia,2022-12,839
Q311384,Alexander Dargomyzhsky,Russia,2023-01,748
Q311384,Alexander Dargomyzhsky,Russia,2023-02,783
Q311384,Alexander Dargomyzhsky,Russia,2023-03,782
Q311384,Alexander Dargomyzhsky,Russia,2023-04,666
Q311384,Alexander Dargomyzhsky,Russia,2023-05,837
Q311384,Alexander Dargomyzhsky,Russia,2023-06,711
Q311384,Alexander Dargomyzhsky,Russia,2023-07,657
Q311384,Alexander Dargomyzhsky,Russia,2023-08,717
Q311384,Alexander Dargomyzhsky,Russia,2023-09,667
Q311384,Alexander Dargomyzhsky,Russia,2023-10,845
Q311384,Alexander Dargomyzhsky,Russia,2023-11,776
Q311384,Alexander Dargomyzhsky,Russia,2023-12,1153
Q320609,Yevgeny Mravinsky,Russia,2021-01,1402
Q320609,Yevgeny Mravinsky,Russia,2021-02,1427
Q320609,Yevgeny Mravinsky,Russia,2021-03,1700
Q320609,Yevgeny Mravinsky,Russia,2021-04,1603
Q320609,Yevgeny Mravinsky,Russia,2021-05,1415
Q320609,Yevgeny Mravinsky,Russia,2021-06,1265
Q320609,Yevgeny Mravinsky,Russia,2021-07,1222
Q320609,Yevgeny Mravinsky,Russia,2021-08,1312
Q320609,Yevgeny Mravinsky,Russia,2021-09,1386
Q320609,Yevgeny Mravinsky,Russia,2021-10,1343
Q320609,Yevgeny Mravinsky,Russia,2021-11,1475
Q320609,Yevgeny Mravinsky,Russia,2021-12,1346
Q320609,Yevgeny Mravinsky,Russia,2022-01,1556
Q320609,Yevgeny Mravinsky,Russia,2022-02,1468
Q320609,Yevgeny Mravinsky,Russia,2022-03,1626
Q320609,Yevgeny Mravinsky,Russia,2022-04,1283
Q320609,Yevgeny Mravinsky,Russia,2022-05,1500
Q320609,Yevgeny Mravinsky,Russia,2022-06,1228
Q320609,Yevgeny Mravinsky,Russia,2022-07,1141
Q320609,Yevgeny Mravinsky,Russia,2022-08,1172
Q320609,Yevgeny Mravinsky,Russia,2022-09,1308
Q320609,Yevgeny Mravinsky,Russia,2022-10,1196
Q320609,Yevgeny Mravinsky,Russia,2022-11,1416
Q320609,Yevgeny Mravinsky,Russia,2022-12,1296
Q320609,Yevgeny Mravinsky,Russia,2023-01,1398
Q320609,Yevgeny Mravinsky,Russia,2023-02,1257
Q320609,Yevgeny Mravinsky,Russia,2023-03,1562
Q320609,Yevgeny Mravinsky,Russia,2023-04,1331
Q320609,Yevgeny Mravinsky,Russia,2023-05,1341
Q320609,Yevgeny Mravinsky,Russia,2023-06,1378
Q320609,Yevgeny Mravinsky,Russia,2023-07,1182
Q320609,Yevgeny Mravinsky,Russia,2023-08,1320
Q320609,Yevgeny Mravinsky,Russia,2023-09,1481
Q320609,Yevgeny Mravinsky,Russia,2023-10,1496
Q320609,Yevgeny Mravinsky,Russia,2023-11,1813
Q320609,Yevgeny Mravinsky,Russia,2023-12,1569
Q263059,Q263059,Russia,2021-01,1589
Q263059,Q263059,Russia,2021-02,1718
Q263059,Q263059,Russia,2021-03,1540
Q263059,Q263059,Russia,2021-04,1529
Q263059,Q263059,Russia,2021-05,1419
Q263059,Q263059,Russia,2021-06,1241
Q263059,Q263059,Russia,2021-07,2273
Q263059,Q263059,Russia,2021-08,1792
Q263059,Q263059,Russia,2021-09,1483
Q263059,Q263059,Russia,2021-10,8496
Q263059,Q263059,Russia,2021-11,2038
Q263059,Q263059,Russia,2021-12,1373
Q263059,Q263059,Russia,2022-01,1397
Q263059,Q263059,Russia,2022-02,1318
Q263059,Q263059,Russia,2022-03,2300
Q263059,Q263059,Russia,2022-04,1414
Q263059,Q263059,Russia,2022-05,1067
Q263059,Q263059,Russia,2022-06,1268
Q263059,Q263059,Russia,2022-07,1201
Q263059,Q263059,Russia,2022-08,1495
Q263059,Q263059,Russia,2022-09,1134
Q263059,Q263059,Russia,2022-10,1342
Q263059,Q263059,Russia,2022-11,1317
Q263059,Q263059,Russia,2022-12,1707
Q263059,Q263059,Russia,2023-01,2202
Q263059,Q263059,Russia,2023-02,1823
Q263059,Q263059,Russia,2023-03,2396
Q263059,Q263059,Russia,2023-04,1694
Q263059,Q263059,Russia,2023-05,2322
Q263059,Q263059,Russia,2023-06,1460
Q263059,Q263059,Russia,2023-07,1692
Q263059,Q263059,Russia,2023-08,1710
Q263059,Q263059,Russia,2023-09,1797
Q263059,Q263059,Russia,2023-10,1805
Q263059,Q263059,Russia,2023-11,2218
Q263059,Q263059,Russia,2023-12,2402
Q266125,Anna Vyrubova,Russia,2021-01,3664
Q266125,Anna Vyrubova,Russia,2021-02,3859
Q266125,Anna Vyrubova,Russia,2021-03,4119
Q266125,Anna Vyrubova,Russia,2021-04,5369
Q266125,Anna Vyrubova,Russia,2021-05,4697
Q266125,Anna Vyrubova,Russia,2021-06,3589
Q266125,Anna Vyrubova,Russia,2021-07,4039
Q266125,Anna Vyrubova,Russia,2021-08,3840
Q266125,Anna Vyrubova,Russia,2021-09,3543
Q266125,Anna Vyrubova,Russia,2021-10,3465
Q266125,Anna Vyrubova,Russia,2021-11,3204
Q266125,Anna Vyrubova,Russia,2021-12,4447
Q266125,Anna Vyrubova,Russia,2022-01,4834
Q266125,Anna Vyrubova,Russia,2022-02,6930
Q266125,Anna Vyrubova,Russia,2022-03,6403
Q266125,Anna Vyrubova,Russia,2022-04,4119
Q266125,Anna Vyrubova,Russia,2022-05,3300
Q266125,Anna Vyrubova,Russia,2022-06,2803
Q266125,Anna Vyrubova,Russia,2022-07,3093
Q266125,Anna Vyrubova,Russia,2022-08,2926
Q266125,Anna Vyrubova,Russia,2022-09,3044
Q266125,Anna Vyrubova,Russia,2022-10,3017
Q266125,Anna Vyrubova,Russia,2022-11,3323
Q266125,Anna Vyrubova,Russia,2022-12,3248
Q266125,Anna Vyrubova,Russia,2023-01,3004
Q266125,Anna Vyrubova,Russia,2023-02,2634
Q266125,Anna Vyrubova,Russia,2023-03,3475
Q266125,Anna Vyrubova,Russia,2023-04,3249
Q266125,Anna Vyrubova,Russia,2023-05,3248
Q266125,Anna Vyrubova,Russia,2023-06,3057
Q266125,Anna Vyrubova,Russia,2023-07,3342
Q266125,Anna Vyrubova,Russia,2023-08,3656
Q266125,Anna Vyrubova,Russia,2023-09,3370
Q266125,Anna Vyrubova,Russia,2023-10,3109
Q266125,Anna Vyrubova,Russia,2023-11,3019
Q266125,Anna Vyrubova,Russia,2023-12,3388
Q260885,Aleksandra Pakhmutova,Russia,2021-01,1495
Q260885,Aleksandra Pakhmutova,Russia,2021-02,1178
Q260885,Aleksandra Pakhmutova,Russia,2021-03,1341
Q260885,Aleksandra Pakhmutova,Russia,2021-04,1594
Q260885,Aleksandra Pakhmutova,Russia,2021-05,1793
Q260885,Aleksandra Pakhmutova,Russia,2021-06,1214
Q260885,Aleksandra Pakhmutova,Russia,2021-07,1258
Q260885,Aleksandra Pakhmutova,Russia,2021-08,1132
Q260885,Aleksandra Pakhmutova,Russia,2021-09,906
Q260885,Aleksandra Pakhmutova,Russia,2021-10,1207
Q260885,Aleksandra Pakhmutova,Russia,2021-11,1845
Q260885,Aleksandra Pakhmutova,Russia,2021-12,1557
Q260885,Aleksandra Pakhmutova,Russia,2022-01,1381
Q260885,Aleksandra Pakhmutova,Russia,2022-02,1582
Q260885,Aleksandra Pakhmutova,Russia,2022-03,1354
Q260885,Aleksandra Pakhmutova,Russia,2022-04,1366
Q260885,Aleksandra Pakhmutova,Russia,2022-05,1414
Q260885,Aleksandra Pakhmutova,Russia,2022-06,1137
Q260885,Aleksandra Pakhmutova,Russia,2022-07,936
Q260885,Aleksandra Pakhmutova,Russia,2022-08,1275
Q260885,Aleksandra Pakhmutova,Russia,2022-09,1112
Q260885,Aleksandra Pakhmutova,Russia,2022-10,1199
Q260885,Aleksandra Pakhmutova,Russia,2022-11,2086
Q260885,Aleksandra Pakhmutova,Russia,2022-12,1584
Q260885,Aleksandra Pakhmutova,Russia,2023-01,1830
Q260885,Aleksandra Pakhmutova,Russia,2023-02,916
Q260885,Aleksandra Pakhmutova,Russia,2023-03,1411
Q260885,Aleksandra Pakhmutova,Russia,2023-04,1125
Q260885,Aleksandra Pakhmutova,Russia,2023-05,1134
Q260885,Aleksandra Pakhmutova,Russia,2023-06,1271
Q260885,Aleksandra Pakhmutova,Russia,2023-07,1154
Q260885,Aleksandra Pakhmutova,Russia,2023-08,1878
Q260885,Aleksandra Pakhmutova,Russia,2023-09,4846
Q260885,Aleksandra Pakhmutova,Russia,2023-10,1703
Q260885,Aleksandra Pakhmutova,Russia,2023-11,3743
Q260885,Aleksandra Pakhmutova,Russia,2023-12,3027
Q366536,Alexander Siloti,Russia,2021-01,1359
Q366536,Alexander Siloti,Russia,2021-02,1194
Q366536,Alexander Siloti,Russia,2021-03,1383
Q366536,Alexander Siloti,Russia,2021-04,1425
Q366536,Alexander Siloti,Russia,2021-05,1210
Q366536,Alexander Siloti,Russia,2021-06,1052
Q366536,Alexander Siloti,Russia,2021-07,1103
Q366536,Alexander Siloti,Russia,2021-08,1073
Q366536,Alexander Siloti,Russia,2021-09,1020
Q366536,Alexander Siloti,Russia,2021-10,1504
Q366536,Alexander Siloti,Russia,2021-11,1164
Q366536,Alexander Siloti,Russia,2021-12,1114
Q366536,Alexander Siloti,Russia,2022-01,1322
Q366536,Alexander Siloti,Russia,2022-02,1238
Q366536,Alexander Siloti,Russia,2022-03,1528
Q366536,Alexander Siloti,Russia,2022-04,1334
Q366536,Alexander Siloti,Russia,2022-05,1286
Q366536,Alexander Siloti,Russia,2022-06,1258
Q366536,Alexander Siloti,Russia,2022-07,1243
Q366536,Alexander Siloti,Russia,2022-08,1498
Q366536,Alexander Siloti,Russia,2022-09,1179
Q366536,Alexander Siloti,Russia,2022-10,1261
Q366536,Alexander Siloti,Russia,2022-11,1216
Q366536,Alexander Siloti,Russia,2022-12,1184
Q366536,Alexander Siloti,Russia,2023-01,1360
Q366536,Alexander Siloti,Russia,2023-02,1257
Q366536,Alexander Siloti,Russia,2023-03,1531
Q366536,Alexander Siloti,Russia,2023-04,1556
Q366536,Alexander Siloti,Russia,2023-05,1460
Q366536,Alexander Siloti,Russia,2023-06,1389
Q366536,Alexander Siloti,Russia,2023-07,1281
Q366536,Alexander Siloti,Russia,2023-08,1398
Q366536,Alexander Siloti,Russia,2023-09,1370
Q366536,Alexander Siloti,Russia,2023-10,1462
Q366536,Alexander Siloti,Russia,2023-11,1338
Q366536,Alexander Siloti,Russia,2023-12,1403
Q365574,Nikolai Medtner,Russia,2021-01,3736
Q365574,Nikolai Medtner,Russia,2021-02,3689
Q365574,Nikolai Medtner,Russia,2021-03,3446
Q365574,Nikolai Medtner,Russia,2021-04,3551
Q365574,Nikolai Medtner,Russia,2021-05,3451
Q365574,Nikolai Medtner,Russia,2021-06,2583
Q365574,Nikolai Medtner,Russia,2021-07,2772
Q365574,Nikolai Medtner,Russia,2021-08,2940
Q365574,Nikolai Medtner,Russia,2021-09,5070
Q365574,Nikolai Medtner,Russia,2021-10,3371
Q365574,Nikolai Medtner,Russia,2021-11,3361
Q365574,Nikolai Medtner,Russia,2021-12,2778
Q365574,Nikolai Medtner,Russia,2022-01,3714
Q365574,Nikolai Medtner,Russia,2022-02,3291
Q365574,Nikolai Medtner,Russia,2022-03,3393
Q365574,Nikolai Medtner,Russia,2022-04,3174
Q365574,Nikolai Medtner,Russia,2022-05,2926
Q365574,Nikolai Medtner,Russia,2022-06,2747
Q365574,Nikolai Medtner,Russia,2022-07,2600
Q365574,Nikolai Medtner,Russia,2022-08,2796
Q365574,Nikolai Medtner,Russia,2022-09,3298
Q365574,Nikolai Medtner,Russia,2022-10,3765
Q365574,Nikolai Medtner,Russia,2022-11,3735
Q365574,Nikolai Medtner,Russia,2022-12,2790
Q365574,Nikolai Medtner,Russia,2023-01,3245
Q365574,Nikolai Medtner,Russia,2023-02,2661
Q365574,Nikolai Medtner,Russia,2023-03,3862
Q365574,Nikolai Medtner,Russia,2023-04,3293
Q365574,Nikolai Medtner,Russia,2023-05,2920
Q365574,Nikolai Medtner,Russia,2023-06,2648
Q365574,Nikolai Medtner,Russia,2023-07,2524
Q365574,Nikolai Medtner,Russia,2023-08,2683
Q365574,Nikolai Medtner,Russia,2023-09,2851
Q365574,Nikolai Medtner,Russia,2023-10,2846
Q365574,Nikolai Medtner,Russia,2023-11,3285
Q365574,Nikolai Medtner,Russia,2023-12,3972
Q366762,Leonid Karev,Russia,2021-01,43
Q366762,Leonid Karev,Russia,2021-02,42
Q366762,Leonid Karev,Russia,2021-03,48
Q366762,Leonid Karev,Russia,2021-04,48
Q366762,Leonid Karev,Russia,2021-05,51
Q366762,Leonid Karev,Russia,2021-06,51
Q366762,Leonid Karev,Russia,2021-07,56
Q366762,Leonid Karev,Russia,2021-08,68
Q366762,Leonid Karev,Russia,2021-09,75
Q366762,Leonid Karev,Russia,2021-10,46
Q366762,Leonid Karev,Russia,2021-11,53
Q366762,Leonid Karev,Russia,2021-12,42
Q366762,Leonid Karev,Russia,2022-01,46
Q366762,Leonid Karev,Russia,2022-02,28
Q366762,Leonid Karev,Russia,2022-03,38
Q366762,Leonid Karev,Russia,2022-04,46
Q366762,Leonid Karev,Russia,2022-05,74
Q366762,Leonid Karev,Russia,2022-06,58
Q366762,Leonid Karev,Russia,2022-07,73
Q366762,Leonid Karev,Russia,2022-08,72
Q366762,Leonid Karev,Russia,2022-09,55
Q366762,Leonid Karev,Russia,2022-10,53
Q366762,Leonid Karev,Russia,2022-11,56
Q366762,Leonid Karev,Russia,2022-12,48
Q366762,Leonid Karev,Russia,2023-01,58
Q366762,Leonid Karev,Russia,2023-02,44
Q366762,Leonid Karev,Russia,2023-03,42
Q366762,Leonid Karev,Russia,2023-04,62
Q366762,Leonid Karev,Russia,2023-05,47
Q366762,Leonid Karev,Russia,2023-06,52
Q366762,Leonid Karev,Russia,2023-07,54
Q366762,Leonid Karev,Russia,2023-08,58
Q366762,Leonid Karev,Russia,2023-09,52
Q366762,Leonid Karev,Russia,2023-10,57
Q366762,Leonid Karev,Russia,2023-11,39
Q366762,Leonid Karev,Russia,2023-12,41
Q374594,Grigory Ginzburg,Russia,2021-01,584
Q374594,Grigory Ginzburg,Russia,2021-02,540
Q374594,Grigory Ginzburg,Russia,2021-03,497
Q374594,Grigory Ginzburg,Russia,2021-04,532
Q374594,Grigory Ginzburg,Russia,2021-05,525
Q374594,Grigory Ginzburg,Russia,2021-06,339
Q374594,Grigory Ginzburg,Russia,2021-07,555
Q374594,Grigory Ginzburg,Russia,2021-08,590
Q374594,Grigory Ginzburg,Russia,2021-09,418
Q374594,Grigory Ginzburg,Russia,2021-10,477
Q374594,Grigory Ginzburg,Russia,2021-11,396
Q374594,Grigory Ginzburg,Russia,2021-12,396
Q374594,Grigory Ginzburg,Russia,2022-01,621
Q374594,Grigory Ginzburg,Russia,2022-02,605
Q374594,Grigory Ginzburg,Russia,2022-03,594
Q374594,Grigory Ginzburg,Russia,2022-04,454
Q374594,Grigory Ginzburg,Russia,2022-05,483
Q374594,Grigory Ginzburg,Russia,2022-06,375
Q374594,Grigory Ginzburg,Russia,2022-07,481
Q374594,Grigory Ginzburg,Russia,2022-08,374
Q374594,Grigory Ginzburg,Russia,2022-09,406
Q374594,Grigory Ginzburg,Russia,2022-10,507
Q374594,Grigory Ginzburg,Russia,2022-11,398
Q374594,Grigory Ginzburg,Russia,2022-12,342
Q374594,Grigory Ginzburg,Russia,2023-01,406
Q374594,Grigory Ginzburg,Russia,2023-02,356
Q374594,Grigory Ginzburg,Russia,2023-03,370
Q374594,Grigory Ginzburg,Russia,2023-04,346
Q374594,Grigory Ginzburg,Russia,2023-05,356
Q374594,Grigory Ginzburg,Russia,2023-06,475
Q374594,Grigory Ginzburg,Russia,2023-07,331
Q374594,Grigory Ginzburg,Russia,2023-08,342
Q374594,Grigory Ginzburg,Russia,2023-09,351
Q374594,Grigory Ginzburg,Russia,2023-10,357
Q374594,Grigory Ginzburg,Russia,2023-11,383
Q374594,Grigory Ginzburg,Russia,2023-12,393
Q374362,Nikolay Ogarev,Russia,2021-01,310
Q374362,Nikolay Ogarev,Russia,2021-02,314
Q374362,Nikolay Ogarev,Russia,2021-03,343
Q374362,Nikolay Ogarev,Russia,2021-04,412
Q374362,Nikolay Ogarev,Russia,2021-05,359
Q374362,Nikolay Ogarev,Russia,2021-06,278
Q374362,Nikolay Ogarev,Russia,2021-07,304
Q374362,Nikolay Ogarev,Russia,2021-08,335
Q374362,Nikolay Ogarev,Russia,2021-09,308
Q374362,Nikolay Ogarev,Russia,2021-10,336
Q374362,Nikolay Ogarev,Russia,2021-11,354
Q374362,Nikolay Ogarev,Russia,2021-12,380
Q374362,Nikolay Ogarev,Russia,2022-01,444
Q374362,Nikolay Ogarev,Russia,2022-02,348
Q374362,Nikolay Ogarev,Russia,2022-03,411
Q374362,Nikolay Ogarev,Russia,2022-04,342
Q374362,Nikolay Ogarev,Russia,2022-05,377
Q374362,Nikolay Ogarev,Russia,2022-06,359
Q374362,Nikolay Ogarev,Russia,2022-07,344
Q374362,Nikolay Ogarev,Russia,2022-08,370
Q374362,Nikolay Ogarev,Russia,2022-09,381
Q374362,Nikolay Ogarev,Russia,2022-10,390
Q374362,Nikolay Ogarev,Russia,2022-11,364
Q374362,Nikolay Ogarev,Russia,2022-12,330
Q374362,Nikolay Ogarev,Russia,2023-01,354
Q374362,Nikolay Ogarev,Russia,2023-02,286
Q374362,Nikolay Ogarev,Russia,2023-03,366
Q374362,Nikolay Ogarev,Russia,2023-04,308
Q374362,Nikolay Ogarev,Russia,2023-05,320
Q374362,Nikolay Ogarev,Russia,2023-06,383
Q374362,Nikolay Ogarev,Russia,2023-07,302
Q374362,Nikolay Ogarev,Russia,2023-08,353
Q374362,Nikolay Ogarev,Russia,2023-09,475
Q374362,Nikolay Ogarev,Russia,2023-10,306
Q374362,Nikolay Ogarev,Russia,2023-11,367
Q374362,Nikolay Ogarev,Russia,2023-12,484
Q367830,Tikhon Khrennikov,Russia,2021-01,1050
Q367830,Tikhon Khrennikov,Russia,2021-02,921
Q367830,Tikhon Khrennikov,Russia,2021-03,1157
Q367830,Tikhon Khrennikov,Russia,2021-04,1009
Q367830,Tikhon Khrennikov,Russia,2021-05,999
Q367830,Tikhon Khrennikov,Russia,2021-06,886
Q367830,Tikhon Khrennikov,Russia,2021-07,894
Q367830,Tikhon Khrennikov,Russia,2021-08,2150
Q367830,Tikhon Khrennikov,Russia,2021-09,835
Q367830,Tikhon Khrennikov,Russia,2021-10,871
Q367830,Tikhon Khrennikov,Russia,2021-11,1002
Q367830,Tikhon Khrennikov,Russia,2021-12,851
Q367830,Tikhon Khrennikov,Russia,2022-01,973
Q367830,Tikhon Khrennikov,Russia,2022-02,907
Q367830,Tikhon Khrennikov,Russia,2022-03,1167
Q367830,Tikhon Khrennikov,Russia,2022-04,1094
Q367830,Tikhon Khrennikov,Russia,2022-05,1034
Q367830,Tikhon Khrennikov,Russia,2022-06,1040
Q367830,Tikhon Khrennikov,Russia,2022-07,918
Q367830,Tikhon Khrennikov,Russia,2022-08,1148
Q367830,Tikhon Khrennikov,Russia,2022-09,1194
Q367830,Tikhon Khrennikov,Russia,2022-10,1040
Q367830,Tikhon Khrennikov,Russia,2022-11,1072
Q367830,Tikhon Khrennikov,Russia,2022-12,969
Q367830,Tikhon Khrennikov,Russia,2023-01,1091
Q367830,Tikhon Khrennikov,Russia,2023-02,1094
Q367830,Tikhon Khrennikov,Russia,2023-03,1055
Q367830,Tikhon Khrennikov,Russia,2023-04,966
Q367830,Tikhon Khrennikov,Russia,2023-05,939
Q367830,Tikhon Khrennikov,Russia,2023-06,1062
Q367830,Tikhon Khrennikov,Russia,2023-07,966
Q367830,Tikhon Khrennikov,Russia,2023-08,1048
Q367830,Tikhon Khrennikov,Russia,2023-09,981
Q367830,Tikhon Khrennikov,Russia,2023-10,949
Q367830,Tikhon Khrennikov,Russia,2023-11,963
Q367830,Tikhon Khrennikov,Russia,2023-12,1058
Q274312,Zhanna Bichevskaya,Russia,2021-01,600
Q274312,Zhanna Bichevskaya,Russia,2021-02,590
Q274312,Zhanna Bichevskaya,Russia,2021-03,622
Q274312,Zhanna Bichevskaya,Russia,2021-04,658
Q274312,Zhanna Bichevskaya,Russia,2021-05,599
Q274312,Zhanna Bichevskaya,Russia,2021-06,553
Q274312,Zhanna Bichevskaya,Russia,2021-07,584
Q274312,Zhanna Bichevskaya,Russia,2021-08,482
Q274312,Zhanna Bichevskaya,Russia,2021-09,484
Q274312,Zhanna Bichevskaya,Russia,2021-10,537
Q274312,Zhanna Bichevskaya,Russia,2021-11,588
Q274312,Zhanna Bichevskaya,Russia,2021-12,597
Q274312,Zhanna Bichevskaya,Russia,2022-01,613
Q274312,Zhanna Bichevskaya,Russia,2022-02,810
Q274312,Zhanna Bichevskaya,Russia,2022-03,816
Q274312,Zhanna Bichevskaya,Russia,2022-04,767
Q274312,Zhanna Bichevskaya,Russia,2022-05,613
Q274312,Zhanna Bichevskaya,Russia,2022-06,593
Q274312,Zhanna Bichevskaya,Russia,2022-07,534
Q274312,Zhanna Bichevskaya,Russia,2022-08,535
Q274312,Zhanna Bichevskaya,Russia,2022-09,565
Q274312,Zhanna Bichevskaya,Russia,2022-10,522
Q274312,Zhanna Bichevskaya,Russia,2022-11,538
Q274312,Zhanna Bichevskaya,Russia,2022-12,617
Q274312,Zhanna Bichevskaya,Russia,2023-01,691
Q274312,Zhanna Bichevskaya,Russia,2023-02,512
Q274312,Zhanna Bichevskaya,Russia,2023-03,585
Q274312,Zhanna Bichevskaya,Russia,2023-04,484
Q274312,Zhanna Bichevskaya,Russia,2023-05,509
Q274312,Zhanna Bichevskaya,Russia,2023-06,454
Q274312,Zhanna Bichevskaya,Russia,2023-07,501
Q274312,Zhanna Bichevskaya,Russia,2023-08,630
Q274312,Zhanna Bichevskaya,Russia,2023-09,576
Q274312,Zhanna Bichevskaya,Russia,2023-10,502
Q274312,Zhanna Bichevskaya,Russia,2023-11,516
Q274312,Zhanna Bichevskaya,Russia,2023-12,520
Q176846,Timati,Russia,2021-01,8933
Q176846,Timati,Russia,2021-02,6724
Q176846,Timati,Russia,2021-03,12662
Q176846,Timati,Russia,2021-04,13366
Q176846,Timati,Russia,2021-05,13576
Q176846,Timati,Russia,2021-06,8960
Q176846,Timati,Russia,2021-07,6816
Q176846,Timati,Russia,2021-08,5969
Q176846,Timati,Russia,2021-09,5919
Q176846,Timati,Russia,2021-10,5639
Q176846,Timati,Russia,2021-11,4904
Q176846,Timati,Russia,2021-12,5106
Q176846,Timati,Russia,2022-01,5763
Q176846,Timati,Russia,2022-02,5075
Q176846,Timati,Russia,2022-03,9722
Q176846,Timati,Russia,2022-04,5077
Q176846,Timati,Russia,2022-05,4158
Q176846,Timati,Russia,2022-06,3883
Q176846,Timati,Russia,2022-07,5930
Q176846,Timati,Russia,2022-08,14972
Q176846,Timati,Russia,2022-09,12014
Q176846,Timati,Russia,2022-10,6413
Q176846,Timati,Russia,2022-11,5693
Q176846,Timati,Russia,2022-12,4724
Q176846,Timati,Russia,2023-01,4233
Q176846,Timati,Russia,2023-02,3975
Q176846,Timati,Russia,2023-03,4833
Q176846,Timati,Russia,2023-04,6370
Q176846,Timati,Russia,2023-05,11546
Q176846,Timati,Russia,2023-06,13433
Q176846,Timati,Russia,2023-07,11242
Q176846,Timati,Russia,2023-08,5535
Q176846,Timati,Russia,2023-09,4216
Q176846,Timati,Russia,2023-10,4456
Q176846,Timati,Russia,2023-11,3947
Q176846,Timati,Russia,2023-12,4695
Q321763,Igor Zhukov,Russia,2021-01,356
Q321763,Igor Zhukov,Russia,2021-02,326
Q321763,Igor Zhukov,Russia,2021-03,332
Q321763,Igor Zhukov,Russia,2021-04,280
Q321763,Igor Zhukov,Russia,2021-05,316
Q321763,Igor Zhukov,Russia,2021-06,235
